province,country,latitude,longitude,confirmed_cases,deaths,recovered,update_time,data_source,country_code,region,country_flag
Hunan,China,35.86166,104.195397,69,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,68,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,60,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,46,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,44,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,40,1,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,36,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,36,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,35,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,31,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,22,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,22,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,21,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,15,1,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,13,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,13,1,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,11,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,9,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Thailand,15.870032,100.992541,8,0,,1/26/20 13:24,bno,THA,Asia,https://www.countryflags.io/th/flat/64.png
Gansu,China,35.86166,104.195397,7,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,7,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,6,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,5,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,5,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,4,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,4,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,4,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Singapore,1.352083,103.819836,4,0,,1/26/20 13:24,bno,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,Malaysia,4.210484,101.975766,4,0,,1/26/20 13:24,bno,MYS,Asia,https://www.countryflags.io/my/flat/64.png
,Japan,36.204824,138.252924,4,0,,1/26/20 13:24,bno,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,United States,37.09024,-95.712891,4,0,,1/26/20 13:24,bno,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Australia,-25.274398,133.775136,4,0,,1/26/20 13:24,bno,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
Taiwan,China,35.86166,104.195397,3,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,France,46.227638,2.213749,3,0,,1/26/20 13:24,bno,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
,South Korea,35.907757,127.766922,3,0,,1/26/20 13:24,bno,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,Vietnam,14.058324,108.277199,2,0,,1/26/20 13:24,bno,VNM,Asia,https://www.countryflags.io/vn/flat/64.png
Qinghai,China,35.86166,104.195397,1,0,,1/26/20 13:24,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Nepal,28.394857,84.124008,1,0,,1/26/20 13:24,bno,NPL,Asia,https://www.countryflags.io/np/flat/64.png
Hubei,China,35.86166,104.195397,1052,52,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,111,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,104,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,83,1,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,75,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,69,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,68,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,60,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,48,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,46,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,44,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,40,1,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,36,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,35,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,33,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,22,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,22,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,21,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,16,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,16,1,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,14,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,13,1,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,9,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Thailand,15.870032,100.992541,8,0,,1/26/20 16:14,bno,THA,Asia,https://www.countryflags.io/th/flat/64.png
Gansu,China,35.86166,104.195397,7,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,7,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,6,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,5,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,5,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,United States,37.09024,-95.712891,5,0,,1/26/20 16:14,bno,USA,Americas,https://www.countryflags.io/us/flat/64.png
Jilin,China,35.86166,104.195397,4,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,4,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,4,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,4,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Singapore,1.352083,103.819836,4,0,,1/26/20 16:14,bno,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,Malaysia,4.210484,101.975766,4,0,,1/26/20 16:14,bno,MYS,Asia,https://www.countryflags.io/my/flat/64.png
,Japan,36.204824,138.252924,4,0,,1/26/20 16:14,bno,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,Australia,-25.274398,133.775136,4,0,,1/26/20 16:14,bno,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
,France,46.227638,2.213749,3,0,,1/26/20 16:14,bno,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
,South Korea,35.907757,127.766922,3,0,,1/26/20 16:14,bno,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,Vietnam,14.058324,108.277199,2,0,,1/26/20 16:14,bno,VNM,Asia,https://www.countryflags.io/vn/flat/64.png
Qinghai,China,35.86166,104.195397,1,0,,1/26/20 16:14,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Nepal,28.394857,84.124008,1,0,,1/26/20 16:14,bno,NPL,Asia,https://www.countryflags.io/np/flat/64.png
Hubei,China,35.86166,104.195397,1423,76,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,151,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,128,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,128,1,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,110,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,100,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,80,1,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,75,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,70,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,69,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,59,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,53,1,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,48,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,47,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,46,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,35,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,33,1,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,27,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,26,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,23,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,21,1,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,18,1,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,14,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,13,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,11,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,8,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Thailand,15.870032,100.992541,8,0,,1/27/20 15:34,bno,THA,Asia,https://www.countryflags.io/th/flat/64.png
Guizhou,China,35.86166,104.195397,7,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,7,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,6,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,6,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,6,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,5,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,5,0,,1/27/20 15:34,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,United States,37.09024,-95.712891,5,0,,1/27/20 15:34,bno,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Australia,-25.274398,133.775136,5,0,,1/27/20 15:34,bno,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
,Singapore,1.352083,103.819836,4,0,,1/27/20 15:34,bno,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,Malaysia,4.210484,101.975766,4,0,,1/27/20 15:34,bno,MYS,Asia,https://www.countryflags.io/my/flat/64.png
,Japan,36.204824,138.252924,4,0,,1/27/20 15:34,bno,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,South Korea,35.907757,127.766922,4,0,,1/27/20 15:34,bno,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,France,46.227638,2.213749,3,0,,1/27/20 15:34,bno,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
,Vietnam,14.058324,108.277199,2,0,,1/27/20 15:34,bno,VNM,Asia,https://www.countryflags.io/vn/flat/64.png
,Nepal,28.394857,84.124008,1,0,,1/27/20 15:34,bno,NPL,Asia,https://www.countryflags.io/np/flat/64.png
,Canada,56.130366,-106.346771,1,0,,1/27/20 15:34,bno,CAN,Americas,https://www.countryflags.io/ca/flat/64.png
,Cambodia,12.565679,104.990963,1,0,,1/27/20 15:34,bno,KHM,Asia,https://www.countryflags.io/kh/flat/64.png
Hubei,China,35.86166,104.195397,2714,100,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,168,1,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,151,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,128,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,110,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,100,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,87,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,80,1,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,72,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,70,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,69,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,66,1,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,59,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,51,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,47,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,35,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,33,1,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,27,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,26,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,23,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,21,1,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,20,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,18,1,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,14,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,11,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,8,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Thailand,15.870032,100.992541,8,0,,1/27/20 18:54,bno,THA,Asia,https://www.countryflags.io/th/flat/64.png
Guizhou,China,35.86166,104.195397,7,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,7,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,6,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,6,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,6,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,5,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,5,0,,1/27/20 18:54,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Singapore,1.352083,103.819836,5,0,,1/27/20 18:54,bno,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,United States,37.09024,-95.712891,5,0,,1/27/20 18:54,bno,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Australia,-25.274398,133.775136,5,0,,1/27/20 18:54,bno,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
,Malaysia,4.210484,101.975766,4,0,,1/27/20 18:54,bno,MYS,Asia,https://www.countryflags.io/my/flat/64.png
,Japan,36.204824,138.252924,4,0,,1/27/20 18:54,bno,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,South Korea,35.907757,127.766922,4,0,,1/27/20 18:54,bno,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,France,46.227638,2.213749,3,0,,1/27/20 18:54,bno,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
,Vietnam,14.058324,108.277199,2,0,,1/27/20 18:54,bno,VNM,Asia,https://www.countryflags.io/vn/flat/64.png
,Nepal,28.394857,84.124008,1,0,,1/27/20 18:54,bno,NPL,Asia,https://www.countryflags.io/np/flat/64.png
,Canada,56.130366,-106.346771,1,0,,1/27/20 18:54,bno,CAN,Americas,https://www.countryflags.io/ca/flat/64.png
,Cambodia,12.565679,104.990963,1,0,,1/27/20 18:54,bno,KHM,Asia,https://www.countryflags.io/kh/flat/64.png
,Sri Lanka,7.873054,80.771797,1,0,,1/27/20 18:54,bno,LKA,Asia,https://www.countryflags.io/lk/flat/64.png
,Germany,51.165691,10.451526,1,0,,1/27/20 18:54,bno,DEU,Europe,https://www.countryflags.io/de/flat/64.png
Hubei,China,35.86166,104.195397,2714,100,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,188,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,173,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,168,1,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,132,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,106,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,100,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,90,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,87,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,80,1,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,72,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,70,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,66,1,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,59,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,51,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,35,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,33,1,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,33,1,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,30,1,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,27,0,,1/27/20 20:10,bno,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
